Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Risk_Score
POL001275,,Male,Auto,73681.12,6,0,981.88,12292.29,High
POL001276,23.0,Female,Health,91336.97,0,1,6197.38,15448.64,High
POL001277,54.0,Male,Auto,76722.65,3,1,4024.13,26539.46,High
POL001278,74.0,Female,Health,71684.9,2,0,1517.25,14791.26,Medium
POL001279,121.0,Female,Auto,104425.02,3,1,6320.09,22269.33,High
POL001280,70.0,Female,Auto,42188.32,1,0,2865.28,9355.33,Low
POL001281,39.0,Male,Life,88409.73,1,0,1958.49,14835.41,Low
POL001282,38.0,Male,Health,33221.32,4,0,1389.44,14757.77,High
POL001283,23.0,Male,Life,54040.95,3,1,4560.99,22696.71,High
POL001284,23.0,Male,Life,44683.57,1,1,4036.55,18291.98,High
POL001285,72.0,Male,Health,94548.56,1,0,4567.89,2892.57,Low
POL001286,65.0,Female,Auto,73364.74,1,0,577.44,10187.49,Low
POL001287,21.0,Female,Life,74662.42,0,0,2072.59,618.48,Low
POL001288,98.0,Male,Health,47331.68,2,0,4516.99,11481.03,Medium
POL001289,28.0,Male,Auto,67507.66,0,1,6445.25,20623.2,High
POL001290,79.0,Male,Life,55913.37,2,0,3791.66,4054.04,Medium
POL001291,79.0,Male,Life,84586.38,2,0,1594.84,7520.16,Medium
POL001292,86.0,Female,Life,,3,0,3978.65,1551.75,Medium
POL001293,48.0,,Auto,,3,0,3556.68,640.84,Medium
POL001294,41.0,Male,Life,33110.49,2,0,4735.44,7249.06,Medium
POL001295,72.0,Male,Auto,54837.0,2,0,1879.8,13312.67,Medium
POL001296,26.0,Female,Property,116930.01,2,0,1182.01,6183.88,Medium
POL001297,72.0,Female,Life,64121.53,3,0,2727.67,3084.16,Medium
POL001298,93.0,Male,Property,42128.03,3,0,4931.73,6184.43,Medium
POL001299,68.0,Female,Health,80476.79,2,0,681.89,10867.25,Medium
POL001300,48.0,Female,Life,63115.19,3,0,1302.69,716.3,Medium
POL001301,57.0,Female,,54103.24,1,0,4357.75,558.11,Low
POL001302,54.0,Male,Health,47603.23,3,0,3588.35,6995.45,Medium
POL001303,112.0,Female,Health,144209.34,2,0,2412.09,10182.74,Medium
POL001304,41.0,Female,Property,68711.2,0,1,3389.63,17170.58,High
POL001305,48.0,Female,Auto,30000.0,1,0,1651.12,9603.54,Low
POL001306,23.0,Female,Property,112342.74,0,0,4831.02,2569.2,Low
POL001307,19.0,Female,Property,90276.77,6,0,2043.64,8127.16,High
POL001308,37.0,Male,Health,55838.34,0,1,3260.86,19083.74,High
POL001309,45.0,Female,Life,51672.02,0,0,2610.81,1746.38,Low
POL001310,28.0,Female,Auto,91836.82,0,0,1461.42,2008.13,Low
POL001311,21.0,Female,Health,68827.04,1,0,1384.19,9715.62,Low
POL001312,32.0,Male,Auto,30000.0,1,0,3202.88,14362.59,Low
POL001313,23.0,Female,Property,119681.0,1,0,3986.15,1683.87,Low
POL001314,,,Auto,64150.24,1,0,3884.76,7473.87,Low
POL001315,66.0,Male,Auto,112389.29,5,0,3045.25,3794.1,High
POL001316,47.0,Female,Life,106960.87,3,0,3375.14,4295.96,Medium
POL001317,73.0,Female,Health,49974.76,2,0,3036.61,3444.37,Medium
POL001318,55.0,Female,Auto,100829.75,1,1,4065.38,27264.32,High
POL001319,68.0,Male,Auto,58713.94,1,0,2243.47,945.02,Low
POL001320,79.0,Male,Property,30000.0,1,0,1054.83,11163.21,Low
POL001321,74.0,Female,Property,64385.05,0,0,2459.73,9140.28,Low
POL001322,19.0,Male,Auto,84940.94,1,0,4418.56,5833.98,Low
POL001323,32.0,Female,Health,,0,0,4553.52,3345.97,Low
POL001324,28.0,Female,Auto,67323.79,3,0,3152.69,8091.16,Medium
POL001325,25.0,Female,Auto,,4,0,780.07,14331.78,High
POL001326,43.0,Male,Life,77662.35,1,0,3750.6,10650.78,Low
POL001327,68.0,Female,Health,53917.54,0,0,3438.72,4262.4,Low
POL001328,62.0,Male,Life,92550.76,1,0,2532.6,11169.48,Low
POL001329,61.0,Male,,79941.89,0,0,1233.5,7610.21,Low
POL001330,22.0,Male,Health,30000.0,1,1,5190.22,28976.0,High
POL001331,23.0,,,85708.82,2,0,2670.35,9301.29,Medium
POL001332,43.0,Other,Life,,0,0,771.91,3585.03,Low
POL001333,71.0,Other,Life,75503.03,0,0,2290.13,6203.92,Low
POL001334,21.0,Male,Life,97292.51,0,1,4087.39,9624.66,High
POL001335,,,Property,58190.16,0,0,2351.65,12009.69,Low
POL001336,37.0,Male,Life,83412.49,0,0,2432.36,8743.02,Low
POL001337,50.0,Female,Property,35826.02,1,1,4732.34,27459.89,High
POL001338,37.0,Female,Property,85177.26,4,0,1837.07,9893.0,High
POL001339,66.0,Female,Property,123826.49,2,1,3846.13,8184.15,High
POL001340,29.0,Male,Auto,50128.59,2,0,3205.69,12359.61,Medium
POL001341,64.0,Female,Auto,56004.95,3,0,2727.82,3101.31,Medium
POL001342,18.0,Male,Auto,57249.61,2,0,3574.59,8422.12,Medium
POL001343,43.0,Other,Property,78249.96,2,0,2643.86,3156.41,Medium
POL001344,31.0,Male,Property,48424.09,3,1,5447.97,21430.54,High
POL001345,55.0,Female,Health,85531.18,1,0,2229.68,6395.08,Low
POL001346,54.0,Female,Property,96171.0,1,0,560.76,5574.55,Low
POL001347,79.0,Female,Auto,88358.68,2,0,1198.19,14014.61,Medium
POL001348,28.0,Male,Property,30789.61,0,0,4037.04,3430.01,Low
POL001349,53.0,Female,Property,99879.19,0,0,4692.52,2784.23,Low
POL001350,30.0,Male,Health,98434.19,3,0,2143.05,7811.29,Medium
POL001351,60.0,Female,Property,95754.03,1,0,4673.55,14238.85,Low
POL001352,20.0,Male,Life,84321.06,0,0,3359.62,7599.6,Low
POL001353,50.0,Male,Health,80504.73,2,0,1762.09,14394.68,Medium
POL001354,23.0,Female,Property,100809.73,3,0,3198.89,2936.3,Medium
POL001355,67.0,Male,Property,123087.84,4,1,6877.41,8047.07,High
POL001356,73.0,Male,Health,51173.99,1,0,4036.31,4613.88,Low
POL001357,27.0,Male,Property,101953.13,2,0,4482.96,9609.16,Medium
POL001358,22.0,Male,Auto,72844.57,0,0,4042.33,8921.55,Low
POL001359,94.0,Female,Life,71758.17,1,0,3629.94,3701.69,Low
POL001360,27.0,Female,Life,36586.73,2,1,6833.56,21332.04,High
POL001361,61.0,Male,Auto,67880.26,5,0,1308.82,12470.69,High
POL001362,19.0,Male,Property,50068.38,1,0,1006.95,10339.23,Low
POL001363,30.0,Male,Property,63403.64,2,0,4157.02,10945.08,Medium
POL001364,57.0,Male,Life,47545.34,2,0,3950.29,4683.34,Medium
POL001365,19.0,Female,Property,63777.29,3,0,4524.97,7985.2,Medium
POL001366,37.0,Female,Life,64847.24,3,0,817.93,736.31,Medium
POL001367,18.0,Male,Life,77418.87,3,0,3358.87,5450.31,Medium
POL001368,54.0,Male,Auto,34631.25,1,0,3742.11,12254.27,Low
POL001369,26.0,Male,Life,38862.05,0,0,2356.5,11872.63,Low
POL001370,34.0,Female,Property,84047.86,1,0,2891.4,14117.92,Low
POL001371,26.0,Other,Property,55064.05,2,0,2734.5,14534.57,Medium
POL001372,28.0,Male,Health,101863.24,2,0,2457.24,14592.82,Medium
POL001373,32.0,Male,Property,80631.74,1,0,1807.77,2444.98,Low
POL001374,41.0,Female,Health,90169.05,1,0,4950.54,1897.44,Low
POL001375,55.0,Female,Life,110267.31,0,0,4475.17,13138.73,Low
POL001376,72.0,Male,Property,67257.23,1,0,4039.58,5808.75,Low
POL001377,120.0,Male,Auto,60637.83,4,0,4288.4,5422.03,High
POL001378,47.0,Male,Auto,96792.56,1,0,4268.04,8051.72,Low
POL001379,48.0,Female,Auto,87737.84,1,0,836.51,6826.05,Low
POL001380,66.0,Male,Life,70316.74,1,0,3086.41,3423.3,Low
POL001381,22.0,Male,Life,109786.45,0,0,2618.17,12684.73,Low
POL001382,79.0,,,69693.89,0,0,1394.33,13647.99,Low
POL001383,77.0,Male,Auto,75819.34,0,0,1675.45,11237.84,Low
POL001384,61.0,Female,Health,75530.57,0,0,1135.86,816.27,Low
POL001385,110.0,Male,Health,51635.15,1,0,2629.81,1856.96,Low
POL001386,31.0,Male,Property,76939.63,2,0,1653.48,5255.57,Medium
POL001387,70.0,Female,Property,109919.0,2,0,1456.4,8394.98,Medium
POL001388,73.0,Male,Auto,86124.21,1,0,2969.21,9181.77,Low
POL001389,28.0,Other,Life,75776.59,0,0,1456.92,1589.93,Low
POL001390,26.0,Female,Property,70955.82,2,1,4346.56,12329.33,High
POL001391,51.0,Male,Life,,0,0,1199.93,7990.6,Low
POL001392,90.0,Female,Health,93744.17,2,0,3675.3,6533.03,Medium
POL001393,52.0,Male,Health,90230.97,2,0,1864.4,2947.66,Medium
POL001394,52.0,Female,Health,66703.38,2,0,3935.29,14267.57,Medium
POL001395,18.0,Male,Health,83119.54,2,0,4084.34,6766.2,Medium
POL001396,57.0,Female,Auto,86998.49,0,0,4936.07,1855.0,Low
POL001397,39.0,Male,Health,49820.13,3,0,574.42,9254.04,Medium
POL001398,77.0,Male,Property,79205.76,4,0,4144.54,5317.27,High
POL001399,46.0,Female,Health,30000.0,2,0,2668.5,12139.15,Medium
POL001400,25.0,Female,Life,87063.34,1,0,1052.28,8227.44,Low
POL001401,28.0,Male,Property,91508.58,3,0,3909.66,1674.92,Medium
POL001402,58.0,Male,Life,93688.65,0,0,796.14,11284.02,Low
POL001403,54.0,Female,Life,65123.83,2,1,6068.13,12876.97,High
POL001404,122.0,Female,Auto,82726.17,2,0,3345.7,6182.84,Medium
POL001405,77.0,Male,Auto,110598.85,1,0,1349.07,11657.1,Low
POL001406,47.0,Male,Life,110344.24,1,0,3563.99,1686.15,Low
POL001407,52.0,Male,Life,74270.68,0,1,5525.37,29521.41,High
POL001408,38.0,Female,Health,78482.99,2,0,3044.37,10561.09,Medium
POL001409,54.0,Male,Property,102772.78,2,1,5006.3,20189.63,High
POL001410,22.0,Male,Health,37479.95,2,1,3401.63,29028.11,High
POL001411,36.0,Female,Auto,66923.11,2,0,787.91,8213.58,Medium
POL001412,76.0,Male,Auto,108389.26,1,0,3874.18,5750.94,Low
POL001413,31.0,Female,Health,99380.01,1,0,3672.56,539.62,Low
POL001414,43.0,Male,Property,84231.59,1,0,3432.04,9177.36,Low
POL001415,79.0,Male,Life,37354.19,3,0,675.99,4700.35,Medium
POL001416,21.0,Male,Health,73752.24,4,1,6537.26,25879.43,High
POL001417,42.0,Female,Auto,60252.12,1,0,3257.67,2516.36,Low
POL001418,62.0,Male,Property,83275.97,1,0,3346.85,2191.64,Low
POL001419,59.0,Female,Auto,54766.33,4,0,2922.3,2250.7,High
POL001420,42.0,Female,Property,49356.92,1,1,3494.65,20013.09,High
POL001421,35.0,Female,Property,30000.0,1,0,1553.71,8042.86,Low
POL001422,57.0,Male,Property,105545.12,1,0,2553.43,7094.45,Low
POL001423,25.0,Male,Health,65005.74,1,0,2232.11,10596.57,Low
POL001424,56.0,Male,Health,78928.64,2,0,3594.74,4864.54,Medium
POL001425,57.0,Male,Health,74944.05,0,0,1718.01,12351.14,Low
POL001426,31.0,Male,Property,48314.15,1,0,4062.65,3038.21,Low
POL001427,49.0,Female,Property,43523.38,2,0,4909.4,12059.69,Medium
POL001428,68.0,Male,Auto,49867.12,0,0,3643.48,935.1,Low
POL001429,78.0,Male,Life,56920.79,2,0,2805.44,2436.91,Medium
POL001430,55.0,Male,Health,84165.16,2,0,1271.0,13400.55,Medium
POL001431,50.0,Female,Property,55107.06,2,1,4353.42,11358.8,High
POL001432,86.0,Male,Auto,118662.27,0,0,1727.18,3758.81,Low
POL001433,32.0,Female,Auto,100678.78,1,0,3057.69,736.19,Low
POL001434,50.0,Male,Auto,95208.99,1,0,2491.26,9020.1,Low
POL001435,91.0,,Health,72008.53,2,0,1396.94,4982.89,Medium
POL001436,34.0,Female,Health,112857.02,1,0,4013.68,9538.95,Low
POL001437,50.0,Male,Life,69549.86,3,0,1030.34,1378.13,Medium
POL001438,64.0,,,74218.46,1,0,2434.22,5987.07,Low
POL001439,72.0,Male,Health,79249.36,4,0,1451.16,5637.99,High
POL001440,19.0,Male,Auto,92545.58,0,0,2973.12,8098.8,Low
POL001441,31.0,Female,Property,90922.7,0,0,4373.61,4495.99,Low
POL001442,70.0,Female,Auto,63121.87,1,0,4508.58,14772.86,Low
POL001443,57.0,Female,Life,61675.16,1,0,2887.25,4808.85,Low
POL001444,57.0,Female,Health,90997.57,1,0,1587.31,10475.93,Low
POL001445,68.0,Male,Property,92880.91,5,1,6679.06,12366.9,High
POL001446,56.0,Male,Health,,0,0,3599.43,8051.15,Low
POL001447,68.0,Female,Property,35320.3,0,0,1795.2,3477.35,Low
POL001448,23.0,Male,Auto,69817.1,1,0,1190.56,2674.59,Low
POL001449,23.0,Female,Auto,90588.14,0,0,1752.25,14588.64,Low
POL001450,,,Life,120135.42,3,0,1046.8,8160.0,Medium
POL001451,24.0,Male,Life,45051.05,2,0,1744.95,6966.09,Medium
POL001452,68.0,Other,Property,64335.72,2,0,695.8,9659.44,Medium
POL001453,25.0,Male,Life,65264.91,1,0,780.72,3429.44,Low
POL001454,59.0,Other,Life,108895.13,0,0,4362.98,12347.39,Low
POL001455,69.0,,,74126.46,2,0,1302.13,3798.71,Medium
POL001456,32.0,,,52316.84,2,0,4297.05,8183.69,Medium
POL001457,64.0,Female,Auto,88967.38,0,0,4981.45,1994.99,Low
POL001458,46.0,Female,Life,64884.04,0,1,3468.2,28231.36,High
POL001459,50.0,Female,Auto,44390.32,1,0,2515.03,7296.05,Low
POL001460,69.0,Male,Auto,52680.67,3,0,1786.87,4281.64,Medium
POL001461,47.0,Male,Health,118351.05,2,0,1036.38,4682.14,Medium
POL001462,56.0,Female,Auto,84605.23,4,1,3059.18,25587.78,High
POL001463,44.0,Male,Auto,77694.0,1,0,4316.14,507.02,Low
POL001464,53.0,Male,Life,68752.66,3,0,3512.25,9052.78,Medium
POL001465,46.0,Male,Auto,82303.72,2,1,5873.87,29497.5,High
POL001466,55.0,Female,Property,82005.9,0,0,3230.09,8248.84,Low
POL001467,74.0,Female,Life,82304.22,0,0,3376.77,1320.48,Low
POL001468,50.0,Male,Life,77871.13,2,0,3603.87,14118.97,Medium
POL001469,78.0,Female,Life,96719.96,2,1,6748.76,18306.29,High
POL001470,54.0,Female,Health,75577.61,2,0,3641.49,3636.88,Medium
POL001471,44.0,Female,Life,50551.53,1,0,3220.91,10105.16,Low
POL001472,72.0,Female,Auto,59689.43,3,0,4406.53,1760.72,Medium
POL001473,50.0,Female,Property,30000.0,2,0,1243.17,11712.89,Medium
POL001474,79.0,Male,Life,125670.43,1,0,779.61,7265.77,Low
POL001475,21.0,Female,Life,96568.86,4,0,4157.95,6199.59,High
POL001476,39.0,Male,Property,54248.24,2,0,963.24,236.28,Medium
POL001477,19.0,Female,Life,67953.88,0,0,2210.62,9821.89,Low
POL001478,27.0,Other,Health,59078.09,1,0,4410.14,12452.12,Low
POL001479,22.0,Male,,113563.68,1,0,1752.23,4395.63,Low
POL001480,76.0,Male,Property,39503.07,2,1,3211.96,19564.13,High
POL001481,27.0,Female,Property,77861.9,2,0,3263.87,11652.22,Medium
POL001482,50.0,Male,Health,72286.8,1,0,3376.16,9571.4,Low
POL001483,71.0,Female,Auto,95670.97,1,1,5484.3,9857.67,High
POL001484,55.0,Male,Health,72399.77,1,1,5347.72,19572.48,High
POL001485,30.0,Male,Auto,31044.78,1,0,4002.86,6968.08,Low
POL001486,48.0,Other,Health,68722.05,0,0,4077.3,3368.45,Low
POL001487,86.0,Female,Life,50695.94,2,0,969.41,1274.69,Medium
POL001488,53.0,Female,Health,76989.49,3,0,3828.44,7124.54,Medium
POL001489,62.0,Male,Property,110854.43,2,0,2767.54,13039.12,Medium
POL001490,41.0,Female,Property,31514.37,0,0,556.68,984.26,Low
POL001491,69.0,Female,Property,54994.43,3,0,3623.83,14837.51,Medium
POL001492,73.0,Female,Health,61182.68,2,0,2573.65,14210.18,Medium
POL001493,32.0,Female,Property,65459.22,0,0,1069.98,9647.0,Low
POL001494,46.0,Female,Property,93503.14,2,0,1291.3,13721.74,Medium
POL001495,25.0,Male,Life,70661.39,0,0,3909.97,8347.57,Low
POL001496,22.0,Male,Life,85395.07,2,0,4753.78,6128.3,Medium
POL001497,46.0,Female,Auto,59355.67,1,0,1237.94,8618.19,Low
POL001498,64.0,Male,Auto,80748.11,2,0,2310.66,13160.68,Medium
POL001499,21.0,Female,Auto,94444.94,2,0,1938.57,14367.06,Medium
POL001500,29.0,Male,Health,56692.51,3,1,6881.4,14877.15,High
POL001501,62.0,Female,Auto,94533.95,1,0,1378.65,2777.26,Low
POL001502,19.0,Female,Health,76309.32,1,0,3105.61,8916.89,Low
POL001503,44.0,Male,,101136.51,3,0,4240.35,6726.86,Medium
POL001504,48.0,Male,Auto,69964.5,2,0,3385.03,7270.84,Medium
POL001505,68.0,Male,Auto,84531.12,2,0,1374.24,6480.75,Medium
POL001506,68.0,,,73984.84,0,0,3870.47,1106.6,Low
POL001507,53.0,Female,Life,72594.69,3,0,2570.89,12703.94,Medium
POL001508,53.0,Male,Property,81473.26,1,0,1008.17,14677.67,Low
POL001509,43.0,Female,Property,88420.19,2,0,1972.1,3225.01,Medium
POL001510,60.0,Male,Property,43760.88,0,0,1586.56,9367.14,Low
POL001511,44.0,,Life,,2,0,4295.48,8094.89,Medium
POL001512,22.0,Female,Health,30000.0,1,1,4010.19,13975.91,High
POL001513,37.0,Male,Auto,57879.7,3,1,4818.26,25671.33,High
POL001514,28.0,Male,,72643.27,2,0,3435.39,11269.96,Medium
POL001515,79.0,,Health,,2,0,753.43,14283.37,Medium
POL001516,,Male,Auto,114404.31,1,0,1134.21,9985.8,Low
POL001517,57.0,,Life,,3,0,4041.97,6858.01,Medium
POL001518,55.0,,Property,,1,0,2047.51,873.4,Low
POL001519,23.0,Female,Property,30000.0,2,0,3659.08,13604.83,Medium
POL001520,25.0,Male,Health,75790.55,2,1,6673.06,10577.09,High
POL001521,40.0,Female,Life,81792.09,2,1,3813.13,8226.05,High
POL001522,64.0,Male,Property,114769.89,1,0,3117.72,7628.93,Low
POL001523,43.0,Male,Life,78015.87,1,0,2727.55,5964.99,Low
POL001524,63.0,Female,Auto,101100.63,1,0,2268.31,7607.92,Low
POL001525,60.0,Other,Health,89595.93,3,0,1172.6,822.71,Medium
POL001526,29.0,Male,Health,64118.8,1,0,4877.91,11988.89,Low
POL001527,43.0,Female,Life,39775.98,2,1,4424.32,27422.75,High
POL001528,30.0,Female,Property,81875.06,1,0,1374.16,5056.67,Low
POL001529,57.0,Female,Life,37697.45,2,1,5374.14,17366.54,High
POL001530,79.0,,,,3,0,4200.97,12317.2,Medium
POL001531,35.0,Male,Property,70948.45,1,0,3888.41,2608.32,Low
POL001532,42.0,Male,Property,104879.44,3,0,1020.59,6043.9,Medium
POL001533,50.0,Female,Life,62994.64,1,0,580.58,6290.61,Low
POL001534,64.0,Male,Auto,81721.27,2,0,3687.01,4814.75,Medium
POL001535,57.0,Female,Property,80233.72,0,0,1420.27,12915.87,Low
POL001536,77.0,Male,Health,73873.9,3,0,4283.34,11599.55,Medium
POL001537,60.0,Male,Auto,64183.51,2,0,3527.27,11180.8,Medium
POL001538,29.0,,Property,,3,0,2184.83,3454.24,Medium
POL001539,61.0,Male,Life,51845.92,0,0,2693.79,2923.84,Low
POL001540,,,Property,44764.12,0,0,2762.32,3774.25,Low
POL001541,118.0,Female,Health,106070.67,0,1,3478.78,28672.82,High
POL001542,21.0,Female,Auto,93179.2,2,0,1307.17,7233.47,Medium
POL001543,22.0,Female,Property,76647.29,3,0,4974.55,3827.59,Medium
POL001544,73.0,Female,Health,116628.56,1,0,3871.48,6920.65,Low
POL001545,54.0,Female,Property,68305.86,0,0,1203.87,2847.28,Low
POL001546,25.0,Female,Property,108067.58,0,0,655.56,4107.37,Low
POL001547,59.0,Male,Auto,79389.35,1,0,2049.49,3985.07,Low
POL001548,66.0,Male,Life,49381.23,1,1,4257.52,20458.72,High
POL001549,45.0,Male,Life,121201.0,1,1,3775.58,19256.72,High
POL001550,48.0,Male,Health,99767.77,0,0,1095.79,9266.73,Low
POL001551,75.0,Female,Health,71974.47,5,0,2481.02,10072.67,High
POL001552,26.0,Female,Health,93179.28,2,0,1303.8,1120.86,Medium
POL001553,71.0,Female,Auto,64907.41,1,0,813.8,11943.09,Low
POL001554,68.0,Male,Life,95728.73,2,0,3206.01,4331.18,Medium
POL001555,46.0,Female,Health,30000.0,1,1,5162.3,8540.86,High
POL001556,31.0,Male,Health,49504.97,1,0,3740.85,5141.97,Low
POL001557,57.0,Female,Property,99481.49,2,0,2990.81,11626.47,Medium
POL001558,58.0,Female,Property,68758.61,0,0,1546.34,3501.02,Low
POL001559,39.0,Male,Health,80188.56,1,0,4075.22,14460.1,Low
POL001560,28.0,Male,Property,41330.36,0,0,3648.25,6061.83,Low
POL001561,40.0,Male,Property,121196.67,0,0,3318.29,10703.36,Low
POL001562,18.0,Female,Property,104763.24,2,1,6358.88,18883.37,High
POL001563,63.0,Female,Auto,69982.87,1,0,3679.36,11164.55,Low
POL001564,54.0,Female,Health,64882.6,2,0,2932.82,8310.93,Medium
POL001565,38.0,Male,Health,100740.11,3,0,2904.34,5818.54,Medium
POL001566,43.0,Male,Property,124561.76,2,0,1037.86,2775.94,Medium
POL001567,63.0,Female,Auto,98844.01,2,0,1108.11,7839.7,Medium
POL001568,53.0,Female,Property,129295.07,0,0,645.35,1006.77,Low
POL001569,71.0,Male,Auto,51941.22,3,1,3786.73,17075.36,High
POL001570,40.0,Male,Health,54515.33,0,0,2720.33,9239.54,Low
POL001571,74.0,Female,Property,45276.47,1,0,2115.45,7259.29,Low
POL001572,18.0,Male,Health,86044.02,1,0,3708.03,7640.96,Low
POL001573,71.0,Male,Auto,79390.09,0,0,2333.78,4848.54,Low
POL001574,72.0,Male,Life,71201.22,1,0,919.59,11879.43,Low
POL001575,,Female,Auto,95231.47,2,0,3760.77,3097.65,Medium
POL001576,57.0,Female,Life,105808.22,0,0,1328.69,8833.33,Low
POL001577,32.0,Female,Health,36858.44,1,1,5159.67,29045.97,High
POL001578,38.0,Female,Health,60075.7,4,1,3232.14,8607.87,High
POL001579,64.0,Female,Property,95503.59,3,0,2993.74,526.56,Medium
POL001580,26.0,Male,Life,63306.53,2,0,1827.35,4256.89,Medium
POL001581,70.0,Female,Auto,55044.85,2,0,2573.2,10749.52,Medium
POL001582,26.0,Male,Health,100463.44,4,1,3798.02,29810.1,High
POL001583,27.0,Female,Life,42762.5,2,0,1220.35,7292.9,Medium
POL001584,69.0,Male,Auto,67460.5,2,0,3195.68,3116.92,Medium
POL001585,74.0,Male,Life,83216.1,1,0,520.6,4257.11,Low
POL001586,70.0,Male,Auto,60654.5,2,1,6651.73,24838.83,High
POL001587,43.0,Male,Auto,94578.89,1,0,3327.56,2963.19,Low
POL001588,58.0,Male,Auto,60778.08,3,1,6701.02,25621.14,High
POL001589,52.0,Male,Auto,110215.49,4,1,4035.82,19000.53,High
POL001590,69.0,Other,Life,71856.34,2,0,2266.36,4322.96,Medium
POL001591,42.0,Male,Life,91781.75,2,0,3713.76,5905.26,Medium
POL001592,43.0,Female,Property,93650.6,0,0,4482.82,3922.04,Low
POL001593,28.0,Female,Life,59311.5,0,0,2516.96,5826.59,Low
POL001594,55.0,Other,Life,30000.0,0,0,3537.6,2048.86,Low
POL001595,19.0,Female,Property,84018.89,3,0,4295.3,12365.11,Medium
POL001596,24.0,Female,Life,76807.21,2,0,1608.5,14458.48,Medium
POL001597,35.0,Male,Auto,88895.65,2,0,4483.5,9921.18,Medium
POL001598,44.0,Male,Health,69336.81,0,0,4371.37,12147.86,Low
POL001599,51.0,Male,Health,64239.31,4,1,6918.31,25076.12,High
POL001600,44.0,Female,Property,125211.83,3,1,5921.28,10147.18,High
POL001601,34.0,Female,Life,38191.15,1,1,3980.55,12263.51,High
POL001602,60.0,Male,Life,93348.76,2,0,4487.7,12281.93,Medium
POL001603,76.0,Male,Property,60634.95,2,0,1578.36,12531.71,Medium
POL001604,61.0,Female,Health,66605.53,3,1,4742.96,8129.81,High
POL001605,76.0,Male,Auto,67072.43,0,0,4720.88,9369.3,Low
POL001606,68.0,Female,Life,54914.14,0,0,3029.32,5586.95,Low
POL001607,71.0,Female,Property,89280.61,1,0,4671.82,12476.97,Low
POL001608,41.0,Female,Auto,109766.09,5,0,2577.14,10494.32,High
POL001609,42.0,Female,Property,86750.34,2,0,4922.5,2869.48,Medium
POL001610,24.0,,Property,,0,0,4798.67,4263.63,Low
POL001611,69.0,Female,Property,50338.99,2,0,590.53,2362.66,Medium
POL001612,23.0,,,87920.63,3,0,2327.73,7635.29,Medium
POL001613,70.0,Female,Health,128908.74,0,0,4774.79,3113.36,Low
POL001614,41.0,Male,Property,65482.63,2,0,4164.15,2465.64,Medium
POL001615,50.0,Male,Life,65600.41,2,0,1453.99,2490.46,Medium
POL001616,66.0,Male,Auto,60972.77,2,0,4482.12,4061.49,Medium
POL001617,46.0,Male,Life,62764.64,0,0,1407.12,12154.54,Low
POL001618,60.0,Female,Health,30000.0,8,0,4712.83,14080.54,High
POL001619,120.0,Female,Auto,85125.88,2,0,873.71,14938.29,Medium
POL001620,43.0,Male,Property,53861.2,1,0,4758.49,700.19,Low
POL001621,45.0,Male,Life,34743.42,1,1,4694.85,21346.76,High
POL001622,67.0,Other,Life,93829.75,0,0,1525.42,4070.02,Low
POL001623,38.0,Male,Property,47949.56,0,0,3047.74,14834.74,Low
POL001624,66.0,Male,Life,66533.27,0,0,1346.15,14766.49,Low
POL001625,24.0,Female,Health,111661.06,1,0,2251.6,14018.19,Low
POL001626,34.0,Female,Property,39769.61,1,0,1260.18,311.94,Low
POL001627,37.0,Male,Life,36685.04,3,1,6154.99,9966.36,High
POL001628,58.0,Male,Property,81732.65,0,0,3249.17,8331.51,Low
POL001629,66.0,Male,Auto,103737.18,2,0,1492.05,2890.6,Medium
POL001630,37.0,Female,Property,35641.46,1,0,1812.04,12837.29,Low
POL001631,71.0,Female,Life,85192.24,0,0,3821.52,10526.09,Low
POL001632,39.0,Male,Health,89524.99,2,0,889.66,2842.83,Medium
POL001633,45.0,Female,Property,30000.0,4,0,2538.06,12294.33,High
POL001634,78.0,Female,Property,94962.53,2,0,1805.35,7524.28,Medium
